id;code;category;subcat;tricat;title
373;A77.0;I;A75-A79;A77;(A77.0) Spotted fever due to Rickettsia rickettsii
374;A77.1;I;A75-A79;A77;(A77.1) Spotted fever due to Rickettsia conorii
375;A77.2;I;A75-A79;A77;(A77.2) Spotted fever due to Rickettsia siberica
376;A77.3;I;A75-A79;A77;(A77.3) Spotted fever due to Rickettsia australis
377;A77.8;I;A75-A79;A77;(A77.8) Other spotted fevers
378;A77.9;I;A75-A79;A77;(A77.9) Spotted fever, unspecified
379;A78;I;A75-A79;0;(A78) Q fever
380;A79;I;A75-A79;0;(A79) Other rickettsioses
381;A79.0;I;A75-A79;A79;(A79.0) Trench fever
382;A79.1;I;A75-A79;A79;(A79.1) Rickettsialpox due to Rickettsia akari
383;A79.8;I;A75-A79;A79;(A79.8) Other specified rickettsioses
384;A79.9;I;A75-A79;A79;(A79.9) Rickettsiosis, unspecified
385;A80-A89;I;0;0;(A80-A89) Viral diseases of the central nervous system
386;A80;I;A80-A89;0;(A80) Acute poliomyelitis
387;A80.0;I;A80-A89;A80;(A80.0) Acute paralytic poliomyelitis, vaccine-associated
388;A80.1;I;A80-A89;A80;(A80.1) Acute paralytic poliomyelitis, wild virus, imported
389;A80.2;I;A80-A89;A80;(A80.2) Acute paralytic poliomyelitis, wild virus, indigenous
390;A80.3;I;A80-A89;A80;(A80.3) Acute paralytic poliomyelitis, other and unspecified
391;A80.4;I;A80-A89;A80;(A80.4) Acute nonparalytic poliomyelitis
392;A80.9;I;A80-A89;A80;(A80.9) Acute poliomyelitis, unspecified
393;A81;I;A80-A89;0;(A81) Atypical virus infections of central nervous system
394;A81.0;I;A80-A89;A81;(A81.0) Creutzfeldt-Jakob disease
395;A81.1;I;A80-A89;A81;(A81.1) Subacute sclerosing panencephalitis
396;A81.2;I;A80-A89;A81;(A81.2) Progressive multifocal leukoencephalopathy
397;A81.8;I;A80-A89;A81;(A81.8) Other atypical virus infections of central nervous system
398;A81.9;I;A80-A89;A81;(A81.9) Atypical virus infection of central nervous system, unspecified
399;A82;I;A80-A89;0;(A82) Rabies
400;A82.0;I;A80-A89;A82;(A82.0) Sylvatic rabies
401;A82.1;I;A80-A89;A82;(A82.1) Urban rabies
402;A82.9;I;A80-A89;A82;(A82.9) Rabies, unspecified
403;A83;I;A80-A89;0;(A83) Mosquito-borne viral encephalitis
404;A83.0;I;A80-A89;A83;(A83.0) Japanese encephalitis
405;A83.1;I;A80-A89;A83;(A83.1) Western equine encephalitis
406;A83.2;I;A80-A89;A83;(A83.2) Eastern equine encephalitis
407;A83.3;I;A80-A89;A83;(A83.3) St. Louis encephalitis
408;A83.4;I;A80-A89;A83;(A83.4) Australian encephalitis
409;A83.5;I;A80-A89;A83;(A83.5) California encephalitis
410;A83.6;I;A80-A89;A83;(A83.6) Rocio virus disease
411;A83.8;I;A80-A89;A83;(A83.8) Other mosquito-borne viral encephalitis
412;A83.9;I;A80-A89;A83;(A83.9) Mosquito-borne viral encephalitis, unspecified
413;A84;I;A80-A89;0;(A84) Tick-borne viral encephalitis
414;A84.0;I;A80-A89;A84;(A84.0) Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]
415;A84.1;I;A80-A89;A84;(A84.1) Central European tick-borne encephalitis
416;A84.8;I;A80-A89;A84;(A84.8) Other tick-borne viral encephalitis
417;A84.9;I;A80-A89;A84;(A84.9) Tick-borne viral encephalitis, unspecified
418;A85;I;A80-A89;0;(A85) Other viral encephalitis, not elsewhere classified
419;A85.0;I;A80-A89;A85;(A85.0) Enteroviral encephalitis
420;A85.1;I;A80-A89;A85;(A85.1) Adenoviral encephalitis
421;A85.2;I;A80-A89;A85;(A85.2) Arthropod-borne viral encephalitis, unspecified
422;A85.8;I;A80-A89;A85;(A85.8) Other specified viral encephalitis
423;A86;I;A80-A89;0;(A86) Unspecified viral encephalitis
424;A87;I;A80-A89;0;(A87) Viral meningitis
425;A87.0;I;A80-A89;A87;(A87.0) Enteroviral meningitis
426;A87.1;I;A80-A89;A87;(A87.1) Adenoviral meningitis
427;A87.2;I;A80-A89;A87;(A87.2) Lymphocytic choriomeningitis
428;A87.8;I;A80-A89;A87;(A87.8) Other viral meningitis
429;A87.9;I;A80-A89;A87;(A87.9) Viral meningitis, unspecified
430;A88;I;A80-A89;0;(A88) Other viral infections of central nervous system, not elsewhere classified
431;A88.0;I;A80-A89;A88;(A88.0) Enteroviral exanthematous fever [Boston exanthem]
432;A88.1;I;A80-A89;A88;(A88.1) Epidemic vertigo
433;A88.8;I;A80-A89;A88;(A88.8) Other specified viral infections of central nervous system
434;A89;I;A80-A89;0;(A89) Unspecified viral infection of central nervous system
435;A90-A99;I;0;0;(A90-A99) Arthropod-borne viral fevers and viral haemorrhagic fevers
436;A90;I;A90-A99;0;(A90) Dengue fever [classical dengue]
437;A91;I;A90-A99;0;(A91) Dengue haemorrhagic fever
438;A92;I;A90-A99;0;(A92) Other mosquito-borne viral fevers
439;A92.0;I;A90-A99;A92;(A92.0) Chikungunya virus disease
440;A92.1;I;A90-A99;A92;(A92.1) O'nyong-nyong fever
441;A92.2;I;A90-A99;A92;(A92.2) Venezuelan equine fever
442;A92.3;I;A90-A99;A92;(A92.3) West Nile fever
443;A92.4;I;A90-A99;A92;(A92.4) Rift Valley fever
444;A92.8;I;A90-A99;A92;(A92.8) Other specified mosquito-borne viral fevers
445;A92.9;I;A90-A99;A92;(A92.9) Mosquito-borne viral fever, unspecified
446;A93;I;A90-A99;0;(A93) Other arthropod-borne viral fevers, not elsewhere classified
447;A93.0;I;A90-A99;A93;(A93.0) Oropouche virus disease
448;A93.1;I;A90-A99;A93;(A93.1) Sandfly fever
449;A93.2;I;A90-A99;A93;(A93.2) Colorado tick fever
450;A93.8;I;A90-A99;A93;(A93.8) Other specified arthropod-borne viral fevers
451;A94;I;A90-A99;0;(A94) Unspecified arthropod-borne viral fever
452;A95;I;A90-A99;0;(A95) Yellow fever
453;A95.0;I;A90-A99;A95;(A95.0) Sylvatic yellow fever
454;A95.1;I;A90-A99;A95;(A95.1) Urban yellow fever
455;A95.9;I;A90-A99;A95;(A95.9) Yellow fever, unspecified
456;A96;I;A90-A99;0;(A96) Arenaviral haemorrhagic fever
457;A96.0;I;A90-A99;A96;(A96.0) Junin haemorrhagic fever
458;A96.1;I;A90-A99;A96;(A96.1) Machupo haemorrhagic fever
459;A96.2;I;A90-A99;A96;(A96.2) Lassa fever
460;A96.8;I;A90-A99;A96;(A96.8) Other arenaviral haemorrhagic fevers
461;A96.9;I;A90-A99;A96;(A96.9) Arenaviral haemorrhagic fever, unspecified
462;A98;I;A90-A99;0;(A98) Other viral haemorrhagic fevers, not elsewhere classified
463;A98.0;I;A90-A99;A98;(A98.0) Crimean-Congo haemorrhagic fever
464;A98.1;I;A90-A99;A98;(A98.1) Omsk haemorrhagic fever
465;A98.2;I;A90-A99;A98;(A98.2) Kyasanur Forest disease
466;A98.3;I;A90-A99;A98;(A98.3) Marburg virus disease
467;A98.4;I;A90-A99;A98;(A98.4) Ebola virus disease
468;A98.5;I;A90-A99;A98;(A98.5) Haemorrhagic fever with renal syndrome
469;A98.8;I;A90-A99;A98;(A98.8) Other specified viral haemorrhagic fevers
470;A99;I;A90-A99;0;(A99) Unspecified viral haemorrhagic fever
471;B00-B09;I;0;0;(B00-B09) Viral infections characterised by skin and mucous membrane lesions
472;B00;I;B00-B09;0;(B00) Herpesviral [herpes simplex] infections
473;B00.0;I;B00-B09;B00;(B00.0) Eczema herpeticum
474;B00.1;I;B00-B09;B00;(B00.1) Herpesviral vesicular dermatitis
475;B00.2;I;B00-B09;B00;(B00.2) Herpesviral gingivostomatitis and pharyngotonsillitis
476;B00.3;I;B00-B09;B00;(B00.3) Herpesviral meningitis
477;B00.4;I;B00-B09;B00;(B00.4) Herpesviral encephalitis
478;B00.5;I;B00-B09;B00;(B00.5) Herpesviral ocular disease
479;B00.7;I;B00-B09;B00;(B00.7) Disseminated herpesviral disease
480;B00.8;I;B00-B09;B00;(B00.8) Other forms of herpesviral infection
481;B00.9;I;B00-B09;B00;(B00.9) Herpesviral infection, unspecified
482;B01;I;B00-B09;0;(B01) Varicella [chickenpox]
483;B01.0;I;B00-B09;B01;(B01.0) Varicella meningitis
484;B01.1;I;B00-B09;B01;(B01.1) Varicella encephalitis
485;B01.2;I;B00-B09;B01;(B01.2) Varicella pneumonia
486;B01.8;I;B00-B09;B01;(B01.8) Varicella with other complications
487;B01.9;I;B00-B09;B01;(B01.9) Varicella without complications
488;B02;I;B00-B09;0;(B02) Zoster [herpes zoster]
489;B02.0;I;B00-B09;B02;(B02.0) Zoster encephalitis
490;B02.1;I;B00-B09;B02;(B02.1) Zoster meningitis
491;B02.2;I;B00-B09;B02;(B02.2) Zoster with other nervous system involvement
492;B02.3;I;B00-B09;B02;(B02.3) Zoster ocular disease
493;B02.7;I;B00-B09;B02;(B02.7) Disseminated zoster
494;B02.8;I;B00-B09;B02;(B02.8) Zoster with other complications
495;B02.9;I;B00-B09;B02;(B02.9) Zoster without complication
496;B03;I;B00-B09;0;(B03) Smallpox
497;B04;I;B00-B09;0;(B04) Monkeypox
498;B05;I;B00-B09;0;(B05) Measles
499;B05.0;I;B00-B09;B05;(B05.0) Measles complicated by encephalitis
500;B05.1;I;B00-B09;B05;(B05.1) Measles complicated by meningitis
501;B05.2;I;B00-B09;B05;(B05.2) Measles complicated by pneumonia
502;B05.3;I;B00-B09;B05;(B05.3) Measles complicated by otitis media
503;B05.4;I;B00-B09;B05;(B05.4) Measles with intestinal complications
504;B05.8;I;B00-B09;B05;(B05.8) Measles with other complications
505;B05.9;I;B00-B09;B05;(B05.9) Measles without complication
506;B06;I;B00-B09;0;(B06) Rubella [German measles]
507;B06.0;I;B00-B09;B06;(B06.0) Rubella with neurological complications
508;B06.8;I;B00-B09;B06;(B06.8) Rubella with other complications
509;B06.9;I;B00-B09;B06;(B06.9) Rubella without complication
510;B07;I;B00-B09;0;(B07) Viral warts
511;B08;I;B00-B09;0;(B08) Other viral infections characterised by skin and mucous membrane lesions, not elsewhere classified
512;B08.0;I;B00-B09;B08;(B08.0) Other orthopoxvirus infections
513;B08.1;I;B00-B09;B08;(B08.1) Molluscum contagiosum
514;B08.2;I;B00-B09;B08;(B08.2) Exanthema subitum [sixth disease]
515;B08.3;I;B00-B09;B08;(B08.3) Erythema infectiosum [fifth disease]
516;B08.4;I;B00-B09;B08;(B08.4) Enteroviral vesicular stomatitis with exanthem
517;B08.5;I;B00-B09;B08;(B08.5) Enteroviral vesicular pharyngitis
518;B08.8;I;B00-B09;B08;(B08.8) Other specified viral infections characterised by skin and mucous membrane lesions
519;B09;I;B00-B09;0;(B09) Unspecified viral infection characterised by skin and mucous membrane lesions
520;B15-B19;I;0;0;(B15-B19) Viral hepatitis
521;B15;I;B15-B19;0;(B15) Acute hepatitis A
522;B15.0;I;B15-B19;B15;(B15.0) Hepatitis A with hepatic coma
523;B15.9;I;B15-B19;B15;(B15.9) Hepatitis A without hepatic coma
524;B16;I;B15-B19;0;(B16) Acute hepatitis B
525;B16.0;I;B15-B19;B16;(B16.0) Acute hepatitis B with delta-agent (coinfection) with hepatic coma
526;B16.1;I;B15-B19;B16;(B16.1) Acute hepatitis B with delta-agent (coinfection) without hepatic coma
527;B16.2;I;B15-B19;B16;(B16.2) Acute hepatitis B without delta-agent with hepatic coma
528;B16.9;I;B15-B19;B16;(B16.9) Acute hepatitis B without delta-agent and without hepatic coma
529;B17;I;B15-B19;0;(B17) Other acute viral hepatitis
530;B17.0;I;B15-B19;B17;(B17.0) Acute delta-(super) infection of hepatitis B carrier
531;B17.1;I;B15-B19;B17;(B17.1) Acute hepatitis C
532;B17.2;I;B15-B19;B17;(B17.2) Acute hepatitis E
533;B17.8;I;B15-B19;B17;(B17.8) Other specified acute viral hepatitis
534;B18;I;B15-B19;0;(B18) Chronic viral hepatitis
535;B18.0;I;B15-B19;B18;(B18.0) Chronic viral hepatitis B with delta-agent
536;B18.1;I;B15-B19;B18;(B18.1) Chronic viral hepatitis B without delta-agent
537;B18.2;I;B15-B19;B18;(B18.2) Chronic viral hepatitis C
538;B18.8;I;B15-B19;B18;(B18.8) Other chronic viral hepatitis
539;B18.9;I;B15-B19;B18;(B18.9) Chronic viral hepatitis, unspecified
540;B19;I;B15-B19;0;(B19) Unspecified viral hepatitis
541;B19.0;I;B15-B19;B19;(B19.0) Unspecified viral hepatitis with coma
542;B19.9;I;B15-B19;B19;(B19.9) Unspecified viral hepatitis without coma
543;B20-B24;I;0;0;(B20-B24) Human immunodeficiency virus [HIV] disease
544;B20;I;B20-B24;0;(B20) Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases
545;B20.0;I;B20-B24;B20;(B20.0) HIV disease resulting in mycobacterial infection
546;B20.1;I;B20-B24;B20;(B20.1) HIV disease resulting in other bacterial infections
547;B20.2;I;B20-B24;B20;(B20.2) HIV disease resulting in cytomegaloviral disease
548;B20.3;I;B20-B24;B20;(B20.3) HIV disease resulting in other viral infections
549;B20.4;I;B20-B24;B20;(B20.4) HIV disease resulting in candidiasis
550;B20.5;I;B20-B24;B20;(B20.5) HIV disease resulting in other mycoses
551;B20.6;I;B20-B24;B20;(B20.6) HIV disease resulting in Pneumocystis carinii pneumonia
552;B20.7;I;B20-B24;B20;(B20.7) HIV disease resulting in multiple infections
553;B20.8;I;B20-B24;B20;(B20.8) HIV disease resulting in other infectious and parasitic diseases
554;B20.9;I;B20-B24;B20;(B20.9) HIV disease resulting in unspecified infectious or parasitic disease
555;B21;I;B20-B24;0;(B21) Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms
556;B21.0;I;B20-B24;B21;(B21.0) HIV disease resulting in Kaposi's sarcoma
557;B21.1;I;B20-B24;B21;(B21.1) HIV disease resulting in Burkitt's lymphoma
558;B21.2;I;B20-B24;B21;(B21.2) HIV disease resulting in other types of non-Hodgkin's lymphoma
559;B21.3;I;B20-B24;B21;(B21.3) HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue
560;B21.7;I;B20-B24;B21;(B21.7) HIV disease resulting in multiple malignant neoplasms
561;B21.8;I;B20-B24;B21;(B21.8) HIV disease resulting in other malignant neoplasms
562;B21.9;I;B20-B24;B21;(B21.9) HIV disease resulting in unspecified malignant neoplasm
563;B22;I;B20-B24;0;(B22) Human immunodeficiency virus [HIV] disease resulting in other specified diseases
564;B22.0;I;B20-B24;B22;(B22.0) HIV disease resulting in encephalopathy
565;B22.1;I;B20-B24;B22;(B22.1) HIV disease resulting in lymphoid interstitial pneumonitis
566;B22.2;I;B20-B24;B22;(B22.2) HIV disease resulting in wasting syndrome
567;B22.7;I;B20-B24;B22;(B22.7) HIV disease resulting in multiple diseases classified elsewhere
568;B23;I;B20-B24;0;(B23) Human immunodeficiency virus [HIV] disease resulting in other conditions
569;B23.0;I;B20-B24;B23;(B23.0) Acute HIV infection syndrome
570;B23.1;I;B20-B24;B23;(B23.1) HIV disease resulting in (persistent) generalised lymphadenopathy
571;B23.2;I;B20-B24;B23;(B23.2) HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified
572;B23.8;I;B20-B24;B23;(B23.8) HIV disease resulting in other specified conditions
573;B24;I;B20-B24;0;(B24) Unspecified human immunodeficiency virus [HIV] disease
574;B25-B34;I;0;0;(B25-B34) Other viral diseases
575;B25;I;B25-B34;0;(B25) Cytomegaloviral disease
576;B25.0;I;B25-B34;B25;(B25.0) Cytomegaloviral pneumonitis
577;B25.1;I;B25-B34;B25;(B25.1) Cytomegaloviral hepatitis
578;B25.2;I;B25-B34;B25;(B25.2) Cytomegaloviral pancreatitis
579;B25.8;I;B25-B34;B25;(B25.8) Other cytomegaloviral diseases
580;B25.9;I;B25-B34;B25;(B25.9) Cytomegaloviral disease, unspecified
581;B26;I;B25-B34;0;(B26) Mumps
582;B26.0;I;B25-B34;B26;(B26.0) Mumps orchitis
583;B26.1;I;B25-B34;B26;(B26.1) Mumps meningitis
584;B26.2;I;B25-B34;B26;(B26.2) Mumps encephalitis
585;B26.3;I;B25-B34;B26;(B26.3) Mumps pancreatitis
586;B26.8;I;B25-B34;B26;(B26.8) Mumps with other complications
587;B26.9;I;B25-B34;B26;(B26.9) Mumps without complication
588;B27;I;B25-B34;0;(B27) Infectious mononucleosis
589;B27.0;I;B25-B34;B27;(B27.0) Gammaherpesviral mononucleosis
590;B27.1;I;B25-B34;B27;(B27.1) Cytomegaloviral mononucleosis
591;B27.8;I;B25-B34;B27;(B27.8) Other infectious mononucleosis
592;B27.9;I;B25-B34;B27;(B27.9) Infectious mononucleosis, unspecified
593;B30;I;B25-B34;0;(B30) Viral conjunctivitis
594;B30.0;I;B25-B34;B30;(B30.0) Keratoconjunctivitis due to adenovirus
595;B30.1;I;B25-B34;B30;(B30.1) Conjunctivitis due to adenovirus
596;B30.2;I;B25-B34;B30;(B30.2) Viral pharyngoconjunctivitis
597;B30.3;I;B25-B34;B30;(B30.3) Acute epidemic haemorrhagic conjunctivitis (enteroviral)
598;B30.8;I;B25-B34;B30;(B30.8) Other viral conjunctivitis
599;B30.9;I;B25-B34;B30;(B30.9) Viral conjunctivitis, unspecified
600;B33;I;B25-B34;0;(B33) Other viral diseases, not elsewhere classified
601;B33.0;I;B25-B34;B33;(B33.0) Epidemic myalgia
602;B33.1;I;B25-B34;B33;(B33.1) Ross River disease
603;B33.2;I;B25-B34;B33;(B33.2) Viral carditis
604;B33.3;I;B25-B34;B33;(B33.3) Retrovirus infections, not elsewhere classified
605;B33.8;I;B25-B34;B33;(B33.8) Other specified viral diseases
606;B34;I;B25-B34;0;(B34) Viral infection of unspecified site
607;B34.0;I;B25-B34;B34;(B34.0) Adenovirus infection, unspecified
608;B34.1;I;B25-B34;B34;(B34.1) Enterovirus infection, unspecified
609;B34.2;I;B25-B34;B34;(B34.2) Coronavirus infection, unspecified
610;B34.3;I;B25-B34;B34;(B34.3) Parvovirus infection, unspecified
611;B34.4;I;B25-B34;B34;(B34.4) Papovirus infection, unspecified
612;B34.8;I;B25-B34;B34;(B34.8) Other viral infections of unspecified site
613;B34.9;I;B25-B34;B34;(B34.9) Viral infection, unspecified
614;B35-B49;I;0;0;(B35-B49) Mycoses
615;B35;I;B35-B49;0;(B35) Dermatophytosis
616;B35.0;I;B35-B49;B35;(B35.0) Tinea barbae and tinea capitis
617;B35.1;I;B35-B49;B35;(B35.1) Tinea unguium
618;B35.2;I;B35-B49;B35;(B35.2) Tinea manuum
619;B35.3;I;B35-B49;B35;(B35.3) Tinea pedis
620;B35.4;I;B35-B49;B35;(B35.4) Tinea corporis
621;B35.5;I;B35-B49;B35;(B35.5) Tinea imbricata
622;B35.6;I;B35-B49;B35;(B35.6) Tinea cruris
623;B35.8;I;B35-B49;B35;(B35.8) Other dermatophytoses
624;B35.9;I;B35-B49;B35;(B35.9) Dermatophytosis, unspecified
625;B36;I;B35-B49;0;(B36) Other superficial mycoses
626;B36.0;I;B35-B49;B36;(B36.0) Pityriasis versicolor
627;B36.1;I;B35-B49;B36;(B36.1) Tinea nigra
628;B36.2;I;B35-B49;B36;(B36.2) White piedra
629;B36.3;I;B35-B49;B36;(B36.3) Black piedra
630;B36.8;I;B35-B49;B36;(B36.8) Other specified superficial mycoses
631;B36.9;I;B35-B49;B36;(B36.9) Superficial mycosis, unspecified
632;B37;I;B35-B49;0;(B37) Candidiasis
633;B37.0;I;B35-B49;B37;(B37.0) Candidal stomatitis
634;B37.1;I;B35-B49;B37;(B37.1) Pulmonary candidiasis
635;B37.2;I;B35-B49;B37;(B37.2) Candidiasis of skin and nail
636;B37.3;I;B35-B49;B37;(B37.3) Candidiasis of vulva and vagina
637;B37.4;I;B35-B49;B37;(B37.4) Candidiasis of other urogenital sites
638;B37.5;I;B35-B49;B37;(B37.5) Candidal meningitis
639;B37.6;I;B35-B49;B37;(B37.6) Candidal endocarditis
640;B37.7;I;B35-B49;B37;(B37.7) Candidal septicaemia
641;B37.8;I;B35-B49;B37;(B37.8) Candidiasis of other sites
642;B37.9;I;B35-B49;B37;(B37.9) Candidiasis, unspecified
643;B38;I;B35-B49;0;(B38) Coccidioidomycosis
644;B38.0;I;B35-B49;B38;(B38.0) Acute pulmonary coccidioidomycosis
645;B38.1;I;B35-B49;B38;(B38.1) Chronic pulmonary coccidioidomycosis
646;B38.2;I;B35-B49;B38;(B38.2) Pulmonary coccidioidomycosis, unspecified
647;B38.3;I;B35-B49;B38;(B38.3) Cutaneous coccidioidomycosis
648;B38.4;I;B35-B49;B38;(B38.4) Coccidioidomycosis meningitis
649;B38.7;I;B35-B49;B38;(B38.7) Disseminated coccidioidomycosis
650;B38.8;I;B35-B49;B38;(B38.8) Other forms of coccidioidomycosis
651;B38.9;I;B35-B49;B38;(B38.9) Coccidioidomycosis, unspecified
652;B39;I;B35-B49;0;(B39) Histoplasmosis
653;B39.0;I;B35-B49;B39;(B39.0) Acute pulmonary histoplasmosis capsulati
654;B39.1;I;B35-B49;B39;(B39.1) Chronic pulmonary histoplasmosis capsulati
655;B39.2;I;B35-B49;B39;(B39.2) Pulmonary histoplasmosis capsulati, unspecified
656;B39.3;I;B35-B49;B39;(B39.3) Disseminated histoplasmosis capsulati
657;B39.4;I;B35-B49;B39;(B39.4) Histoplasmosis capsulati, unspecified
658;B39.5;I;B35-B49;B39;(B39.5) Histoplasmosis duboisii
659;B39.9;I;B35-B49;B39;(B39.9) Histoplasmosis, unspecified
660;B40;I;B35-B49;0;(B40) Blastomycosis
661;B40.0;I;B35-B49;B40;(B40.0) Acute pulmonary blastomycosis
662;B40.1;I;B35-B49;B40;(B40.1) Chronic pulmonary blastomycosis
663;B40.2;I;B35-B49;B40;(B40.2) Pulmonary blastomycosis, unspecified
664;B40.3;I;B35-B49;B40;(B40.3) Cutaneous blastomycosis
665;B40.7;I;B35-B49;B40;(B40.7) Disseminated blastomycosis
666;B40.8;I;B35-B49;B40;(B40.8) Other forms of blastomycosis
667;B40.9;I;B35-B49;B40;(B40.9) Blastomycosis, unspecified
668;B41;I;B35-B49;0;(B41) Paracoccidioidomycosis
669;B41.0;I;B35-B49;B41;(B41.0) Pulmonary paracoccidioidomycosis
670;B41.7;I;B35-B49;B41;(B41.7) Disseminated paracoccidioidomycosis
671;B41.8;I;B35-B49;B41;(B41.8) Other forms of paracoccidioidomycosis
672;B41.9;I;B35-B49;B41;(B41.9) Paracoccidioidomycosis, unspecified
673;B42;I;B35-B49;0;(B42) Sporotrichosis
674;B42.0;I;B35-B49;B42;(B42.0) Pulmonary sporotrichosis
675;B42.1;I;B35-B49;B42;(B42.1) Lymphocutaneous sporotrichosis
676;B42.7;I;B35-B49;B42;(B42.7) Disseminated sporotrichosis
677;B42.8;I;B35-B49;B42;(B42.8) Other forms of sporotrichosis
678;B42.9;I;B35-B49;B42;(B42.9) Sporotrichosis, unspecified
679;B43;I;B35-B49;0;(B43) Chromomycosis and phaeomycotic abscess
680;B43.0;I;B35-B49;B43;(B43.0) Cutaneous chromomycosis
681;B43.1;I;B35-B49;B43;(B43.1) Phaeomycotic brain abscess
682;B43.2;I;B35-B49;B43;(B43.2) Subcutaneous phaeomycotic abscess and cyst
683;B43.8;I;B35-B49;B43;(B43.8) Other forms of chromomycosis
684;B43.9;I;B35-B49;B43;(B43.9) Chromomycosis, unspecified
685;B44;I;B35-B49;0;(B44) Aspergillosis
686;B44.0;I;B35-B49;B44;(B44.0) Invasive pulmonary aspergillosis
687;B44.1;I;B35-B49;B44;(B44.1) Other pulmonary aspergillosis
688;B44.2;I;B35-B49;B44;(B44.2) Tonsillar aspergillosis
689;B44.7;I;B35-B49;B44;(B44.7) Disseminated aspergillosis
690;B44.8;I;B35-B49;B44;(B44.8) Other forms of aspergillosis
691;B44.9;I;B35-B49;B44;(B44.9) Aspergillosis, unspecified
692;B45;I;B35-B49;0;(B45) Cryptococcosis
693;B45.0;I;B35-B49;B45;(B45.0) Pulmonary cryptococcosis
694;B45.1;I;B35-B49;B45;(B45.1) Cerebral cryptococcosis
695;B45.2;I;B35-B49;B45;(B45.2) Cutaneous cryptococcosis
696;B45.3;I;B35-B49;B45;(B45.3) Osseous cryptococcosis
697;B45.7;I;B35-B49;B45;(B45.7) Disseminated cryptococcosis
698;B45.8;I;B35-B49;B45;(B45.8) Other forms of cryptococcosis
699;B45.9;I;B35-B49;B45;(B45.9) Cryptococcosis, unspecified
700;B46;I;B35-B49;0;(B46) Zygomycosis
701;B46.0;I;B35-B49;B46;(B46.0) Pulmonary mucormycosis
702;B46.1;I;B35-B49;B46;(B46.1) Rhinocerebral mucormycosis
