id;code;name;address;region;province;city;barangay;zip;landline;cellphone;fax;email;email2;website;ownership;type;status
146;DOH000000000000154;SANTA MARIA (IMELDA) RURAL HEALTH UNIT;;Region 4B;ROMBLON;SANTA MARIA (IMELDA);CONCEPCION NORTE (POB.);5502;;;;;;;Government;Rural Health Unit;Active
147;DOH000000000000155;SOCORRO RURAL HEALTH UNIT;;Region 4B;ORIENTAL MINDORO;SOCORRO;ZONE IV (POB.);;(043) 2846042;;;;;;Government;Rural Health Unit;Active
148;DOH000000000000156;TUBO RURAL HEALTH UNIT;;CAR;ABRA;TUBO;;2814;;;;;;;Government;Rural Health Unit;Active
149;DOH000000000000157;SAN LUIS RURAL HEALTH UNIT II;;Region 4A;BATANGAS;SAN LUIS;BANOYO;4121;;9273218504;4118121;;;;Government;Rural Health Unit;Active
150;DOH000000000000158;LIAN RURAL HEALTH UNIT;;Region 4A;BATANGAS;LIAN;BARANGAY  4 (POB.);4216;(043) 2152723;;2152723;;;;Government;Rural Health Unit;Active
151;DOH000000000000159;BACOOR RURAL HEALTH UNIT I;Bacoor I, Cavite;Region 4A;CAVITE;BACOOR;;4102;(046) 4347866;;;;;;Government;Rural Health Unit;Active
152;DOH000000000000160;PAG-ASA RURAL HEALTH UNIT;;Region 3;ZAMBALES;OLONGAPO CITY;;2200;;;;;;;Government;Rural Health Unit;Active
153;DOH000000000000161;CARMONA RURAL HEALTH UNIT;Carmona '0421;Region 4A;CAVITE;CARMONA;;4116;(046) 4303010;;;;;;Government;Rural Health Unit;Active
154;DOH000000000000162;SANTOL RURAL HEALTH UNIT;;Region 1;LA UNION;SANTOL;POBLACION;2516;(072)603-0154;;;;;;Government;Rural Health Unit;Active
155;DOH000000000000163;DASMARINAS CITY HEALTH OFFICE II;;Region 4A;CAVITE;DASMARI?AS;SANTA CRUZ I;4115;(046) 4165638;;;;;;Government;City Health Office;Active
156;DOH000000000000164;WEST BAJAC-BAJAC RURAL HEALTH UNIT;;Region 3;ZAMBALES;OLONGAPO CITY;WEST BAJAC-BAJAC;2200;(047)2225173;;;;;;Government;Rural Health Unit;Active
157;DOH000000000000165;JASAAN RURAL HEALTH UNIT AND FAMILY PLANNING CENTER;;Region 10;MISAMIS ORIENTAL;JASAAN;;9003;(082)760045;;;;;;Government;Rural Health Unit;Active
158;DOH000000000000166;IVISAN RURAL HEALTH UNIT;M.H.Del Pilar St.;Region 6;CAPIZ;IVISAN;POBLACION NORTE;5805;6320024;;;;;;Government;Rural Health Unit;Active
159;DOH000000000000167;SAN VICENTE RURAL HEALTH UNIT-MUNICIPAL HEALTH OFFICE;;Region 4B;PALAWAN;SAN VICENTE;POBLACION (SAN VICENTE);5309;;9287093263;;;;;Government;Rural Health Unit;Active
160;DOH000000000000168;CATEEL RURAL HEALTH UNIT;;Region 11;DAVAO ORIENTAL;CATEEL;;8205;;;;;;;Government;Rural Health Unit;Active
161;DOH000000000000169;SAN MIGUEL MUNICIPAL HEALTH OFFICE;;CARAGA;SURIGAO DEL SUR;SAN MIGUEL;POBLACION;8301;;9218040912;;;;;Government;Municipal Health Office;Active
162;DOH000000000000170;SAN MATEO RURAL HEALTH UNIT I;General Luna Street;Region 4A;RIZAL;SAN MATEO;GUITNANG BAYAN I (POB.);1850;9944735;;;;;;Government;Rural Health Unit;Active
163;DOH000000000000171;LUGAIT MUNICIPAL HEALTH OFFICE;;Region 10;MISAMIS ORIENTAL;LUGAIT;POBLACION;9025;(063)2251737;;;;;;Government;Municipal Health Office;Active
164;DOH000000000000172;BADOC MUNICIPAL HEALTH OFFICE;;Region 1;ILOCOS NORTE;BADOC;SANTA CRUZ NORTE;2904;(077)6700233;;;;;;Government;Rural Health Unit;Active
165;DOH000000000000173;SAN NICOLAS RURAL HEALTH UNIT;;Region 1;ILOCOS NORTE;SAN NICOLAS;;2941;(077)7732304;;(077)7732304;;;;Government;Rural Health Unit;Active
166;DOH000000000000174;BESAO MUNICIPAL HEALTH OFFICE;;CAR;MOUNTAIN PROVINCE;BESAO;;;;;;;;;Government;Municipal Health Office;Active
167;DOH000000000000175;BORONGAN RURAL HEALTH UNIT I;;Region 8;EASTERN SAMAR;BORONGAN (Capital);SONGCO;6800;5609508;;;;;;Government;Rural Health Unit;Active
168;DOH000000000000176;PAMPLONA RURAL HEALTH UNIT;Pamplona, Center;Region 2;CAGAYAN;PAMPLONA;CENTRO (POB.);3522;(078) 3720353;9065571295;;;;;Government;Rural Health Unit;Active
169;DOH000000000000177;SANTOLAN HEALTH CENTER;Evangelista Street;NCR;NCR, SECOND DISTRICT (Not a Province);CITY OF PASIG;SANTOLAN;;none;none;none;;;;Government;Rural Health Unit;Active
170;DOH000000000000178;DELA PAZ HEALTH CENTER;F. Mariano Street corner Comprey Lane;NCR;NCR, SECOND DISTRICT (Not a Province);CITY OF PASIG;DELA PAZ;;645-2331;none;none;;;;Government;Rural Health Unit;Active
171;DOH000000000000179;PANTUKAN RURAL HEALTH UNIT;Townsite St.;Region 11;COMPOSTELA VALLEY;PANTUKAN;KINGKING (POB.);8809;;;;;;;Government;Rural Health Unit;Active
172;DOH000000000000180;NABUNTURAN RURAL HEALTH UNIT;;Region 11;COMPOSTELA VALLEY;NABUNTURAN (Capital);POBLACION;8800;(084) 3761092;(084) 3760276;;;;;Government;Rural Health Unit;Active
173;DOH000000000000181;SAN LUIS RURAL HEALTH UNIT II;;Region 3;PAMPANGA;SAN LUIS;;;;9189858949;;;;;Government;Rural Health Unit;Active
174;DOH000000000000182;VINTAR MUNICIPAL HEALTH OFFICE;Gomez;Region 1;ILOCOS NORTE;VINTAR;;2915;(077)6705276;;;;;;Government;Rural Health Unit;Active
175;DOH000000000000183;TANAY RURAL HEALTH UNIT I;MH del Pilar Tanay p. Aldea;Region 4A;RIZAL;TANAY;KAYBUTO (POB.);1980;7033051;;;;;;Government;Rural Health Unit;Active
176;DOH000000000000184;LUBAO RURAL HEALTH UNIT I;;Region 3;PAMPANGA;LUBAO;;2005;(045)9717742;;;;;;Government;Rural Health Unit;Active
177;DOH000000000000185;JOSE ABAD SANTOS RURAL HEALTH UNIT;Jose Abad Santos St.;Region 11;DAVAO DEL SUR;JOSE ABAD SANTOS (TRINIDAD);CABURAN BIG;8014;;;;;;;Government;Rural Health Unit;Active
178;DOH000000000000187;RODRIGUEZ RURAL HEALTH UNIT I;;Region 4A;RIZAL;RODRIGUEZ (MONTALBAN);BALITE (POB.);1860;9410446;;;;;;Government;Rural Health Unit;Active
179;DOH000000000000188;BALETE RURAL HEALTH UNIT;;Region 4A;BATANGAS;BALETE;POBLACION;4219;;9285217727;;;;;Government;Rural Health Unit;Active
180;DOH000000000000189;TARLAC CITY HEALTH CENTER X;;Region 3;TARLAC;CITY OF TARLAC (Capital);TIBAG;2300;;;;;;;Government;Rural Health Unit;Active
181;DOH000000000000190;SIGMA RURAL HEALTH UNIT;Murgmia St.;Region 6;CAPIZ;SIGMA;POBLACION NORTE;5816;(036) 6470421;;;;;;Government;Rural Health Unit;Active
182;DOH000000000000191;MAGALANG RURAL HEALTH UNIT I;;Region 3;PAMPANGA;MAGALANG;;2011;(045)3434218;;;;;;Government;Rural Health Unit;Active
183;DOH000000000000192;PLARIDEL RURAL HEALTH UNIT II;;Region 3;BULACAN;PLARIDEL;DAMPOL;3004;(044)7919678;;;;;;Government;Rural Health Unit;Active
184;DOH000000000000193;BURGOS RURAL HEALTH UNIT;;Region 1;LA UNION;BURGOS;NEW POBLACION;2510;;;;;;;Government;Rural Health Unit;Active
185;DOH000000000000194;BALIBAGO RURAL HEALTH UNIT;;Region 3;PAMPANGA;ANGELES CITY;BALIBAGO;2009;;;;;;;Government;Rural Health Unit;Active
186;DOH000000000000195;ABORLAN RURAL HEALTH UNIT;;Region 4B;PALAWAN;ABORLAN;RAMON MAGSAYSAY;5302;;;;;;;Government;Rural Health Unit;Active
187;DOH000000000000196;BARANGKA ILAYA HEALTH CENTER;Pinatubo Street;NCR;NCR, SECOND DISTRICT (Not a Province);CITY OF MANDALUYONG;BARANGKA ILAYA;;;;;;;;Government;Rural Health Unit;Active
188;DOH000000000000197;CONCEPCION DOS HEALTH CENTER;Lilac Street corner Rainbow Street, SSS Village;NCR;NCR, SECOND DISTRICT (Not a Province);CITY OF MARIKINA;CONCEPCION DOS;;;;;;;;Government;Rural Health Unit;Active
189;DOH000000000000199;MAYOR MOISES R. FLORES MEMORIAL HEALTH CENTER;P. Herrera Street;NCR;NCR, FOURTH DISTRICT (Not a Province);PATEROS;SAN PEDRO;1620;643-3486;;641-3256;;;www.pateros.gov.ph;Government;Rural Health Unit;Active
190;DOH000000000000200;PEOPLE'S HEALTH CENTER;San Jose Street;NCR;NCR, SECOND DISTRICT (Not a Province);CITY OF MANDALUYONG;HULO;;;;;;;;Government;Rural Health Unit;Active
191;DOH000000000000201;QUINTIN DE BORJA HEALTH CENTER;E. Quiogue Street;NCR;NCR, FOURTH DISTRICT (Not a Province);PATEROS;AGUHO;1620;642-4783;;641-3256;;;www.pateros.gov.ph;Government;Rural Health Unit;Active
192;DOH000000000000202;TA?ONG HEALTH CENTER;Road 1;NCR;NCR, SECOND DISTRICT (Not a Province);CITY OF MARIKINA;TA?ONG;;948-57-75;;;;;;Government;Rural Health Unit;Active
193;DOH000000000000203;TAGBITAN-AG BARANGAY HEALTH STATION;;Region 11;DAVAO DEL NORTE;ISLAND GARDEN CITY OF SAMAL;TAGBITAN-AG;;;;;;;;Government;Barangay Health Station;Active
194;DOH000000000000204;KAPUTIAN DISTRICT HEALTH OFFICE;;Region 11;DAVAO DEL NORTE;ISLAND GARDEN CITY OF SAMAL;POBLACION (KAPUTIAN);;;;;;;;Government;District Health Office;Active
195;DOH000000000000206;MABINI RURAL HEALTH UNIT;;Region 7;BOHOL;MABINI;POBLACION I;;;;;;;;Government;Rural Health Unit;Active
196;DOH000000000000207;DEL PILAR BARANGAY HEALTH STATION;Del Pilar;Region 11;DAVAO ORIENTAL;MANAY;DEL PILAR;;;;;;;;Government;Barangay Health Station;Active
197;DOH000000000000208;FLORIDA BARANGAY HEALTH STATION;Florida;Region 11;DAVAO DEL NORTE;KAPALONG;FLORIDA;;;;;;;;Government;Barangay Health Station;Active
198;DOH000000000000209;OMPAO BARANGAY HEALTH STATION;Ompao;Region 11;DAVAO ORIENTAL;TARRAGONA;OMPAO;;;;;;;;Government;Barangay Health Station;Active
199;DOH000000000000210;NAPAOD BARANGAY HEALTH STATION;Napaod, Labo, Camarines Norte;Region 5;CAMARINES NORTE;LABO;NAPAOD;;;;;;;;Government;Barangay Health Station;Active
200;DOH000000000000211;BALANGA RURAL HEALTH UNIT II;;Region 3;BATAAN;CITY OF BALANGA (Capital);PTO. RIVAS ITAAS;;;;;;;;Government;Rural Health Unit;Active
201;DOH000000000000212;BATO RURAL HEALTH UNIT;;Region 8;LEYTE;BATO;;;;;;;;;Government;Rural Health Unit;Active
202;DOH000000000000213;SCIENCE CITY OF MU?OZ RURAL HEALTH UNIT I;;Region 3;NUEVA ECIJA;SCIENCE CITY OF MU?OZ;;;;;;;;;Government;Rural Health Unit;Active
203;DOH000000000000214;ORAS RURAL HEALTH UNIT II;Oras, Eastern Samar;Region 8;EASTERN SAMAR;ORAS;;;;;;;;;Government;Rural Health Unit;Active
204;DOH000000000000215;SAN FRANCISCO RURAL HEALTH UNIT;San Francisco, S. Leyte;Region 8;SOUTHERN LEYTE;SAN FRANCISCO;;;;;;;;;Government;Rural Health Unit;Active
205;DOH000000000000216;ROSARIO RURAL HEALTH UNIT;;Region 8;NORTHERN SAMAR;ROSARIO;POBLACION;;;;;;;;Government;Rural Health Unit;Active
206;DOH000000000000217;EGUIA BARANGAY HEALTH STATION;;Region 1;PANGASINAN;DASOL;EGUIA;;;;;;;;Government;Barangay Health Station;Active
207;DOH000000000000218;SAN VICENTE RURAL HEALTH UNIT;;Region 8;NORTHERN SAMAR;SAN VICENTE;;;;;;;;;Government;Rural Health Unit;Active
208;DOH000000000000219;MARIBOJOC RURAL HEALTH UNIT;;Region 7;BOHOL;MARIBOJOC;;;;;;;;;Government;Rural Health Unit;Active
209;DOH000000000000220;DIMIAO MUNICIPAL INFIRMARY;Poblacion, Norte ,Clarin;Region 7;BOHOL;DIMIAO;;;(038)5361031;;;;;;Government;Hospital;Active
210;DOH000000000000221;BARILI DISTRICT HOSPITAL;Barili, Cebu;Region 7;CEBU;BARILI;;;(032)4709040;;(032)4709026;;;;Government;Hospital;Active
211;DOH000000000000222;BULALACAO COMMUNITY HOSPITAL;Campaasan, Oriental Mindoro;Region 4B;ORIENTAL MINDORO;BULALACAO (SAN PEDRO);CAMPAASAN (POB.);;;9277727538;;;;;Government;Hospital;Active
212;DOH000000000000223;CANLAON DISTRICT HOSPITAL;Lucap;Region 7;NEGROS ORIENTAL;CANLAON CITY;MABIGO (POB.);;(035)4140081;0928-7027124;;;;;Government;Hospital;Active
213;DOH000000000000224;DAANBANTAYAN DISTRICT HOSPITAL;Daanbantayan;Region 7;CEBU;DAANBANTAYAN;;;(032)4375525;;;;;;Government;Hospital;Active
214;DOH000000000000225;OSLOB DISTRICT HOSPITAL;Lagunde, Oslob, Cebu;Region 7;CEBU;OSLOB;LAGUNDE;;(032)4819985;;;;;;Government;Hospital;Active
215;DOH000000000000226;PINAMALAYAN COMMUNITY HOSPITAL;Strong Republic Nautical Highway, Pinamalayan, Oriental Mindoro;Region 4B;ORIENTAL MINDORO;PINAMALAYAN;PAPANDAYAN;;(043)2843562;;;;;;Government;Hospital;Active
216;DOH000000000000227;PNP REGIONAL HEALTH SERVICE;Camp Adduru;Region 2;CAGAYAN;TUGUEGARAO CITY(Capital);CAGGAY;;;;;;;;Government;Hospital;Active
217;DOH000000000000228;QUEZON MEDICARE HOSPITAL;National Highway, Alfonso XIII, Quezon, Palawan;Region 4B;PALAWAN;QUEZON;ALFONSO XIII (POB.);;;;;;;;Government;Hospital;Active
218;DOH000000000000229;BUSTOS COMMUNITY HOSPITAL;Hilario St.;Region 3;BULACAN;BUSTOS;POBLACION;;044-617-1340;;;;;;Government;Hospital;Active
219;DOH000000000000230;LASAM DISTRICT HOSPITAL;Ignacio Jurado St., Centro, Lasam, Cagayan;Region 2;CAGAYAN;LASAM;CENTRO I (POB.);;;;;;;;Government;Hospital;Active
220;DOH000000000000231;LUBANG DISTRICT HOSPITAL;Lubang;Region 4B;OCCIDENTAL MINDORO;LUBANG;TANGAL;;(043)6645017;;;;;;Government;Hospital;Active
221;DOH000000000000232;SAN SEBASTIAN DISTRICT HOSPITAL;Sitio Macambang, Buenavista, Sablayan, Occidental Mindoro;Region 4B;OCCIDENTAL MINDORO;SABLAYAN;BUENAVISTA;;9175124660;;;;;;Government;Hospital;Active
222;DOH000000000000233;TOLEDO CITY GENERAL HOSPITAL;Toledo City;Region 7;CEBU;TOLEDO CITY;;;(032)4679218;;(032)4678445;;;;Government;Hospital;Active
223;DOH000000000000234;BINDOY DISTRICT HOSPITAL;;Region 7;NEGROS ORIENTAL;BINDOY (PAYABON);TINAOGAN;;(035)4053016;;;;;;Government;Hospital;Active
224;DOH000000000000235;MATILDE OLIVAS DISTRICT HOSPITAL;Maharlika Hiway;Region 2;CAGAYAN;CAMALANIUGAN;;;;;;;;;Government;Hospital;Active
225;DOH000000000000236;OSPITAL NG PALAWAN;220 Malvar Street;Region 4B;PALAWAN;PUERTO PRINCESA CITY (Capital);SAN MIGUEL;;(048)4346864;;;;;;Government;Hospital;Active
226;DOH000000000000237;BAGGAO MEDICARE COMMUNITY HOSPITAL;Balite St. Zone 4 Centro, Baggao, Cagayan;Region 2;CAGAYAN;BAGGAO;POBLACION (CENTRO);;;;;;;;Government;Hospital;Active
227;DOH000000000000238;BAGGAO MUNICIPAL HOSPITAL;Barangay Road, Zone 3, Tallang, Baggao, Cagayan;Region 2;CAGAYAN;BAGGAO;TALLANG;;;;;;;;Government;Hospital;Active
228;DOH000000000000239;CAWAYAN MUNICIPAL HOSPITAL;;Region 5;MASBATE;CAWAYAN;;;;;;;;;Government;Hospital;Active
229;DOH000000000000240;ZAPANTA GENERAL HOSPITAL;;Region 5;ALBAY;PIO DURAN;BANAWAN (BINAWAN);;;;;;;;Private;Hospital;Active
230;DOH000000000000241;DR. YANGA'S HOSPITAL, INC.;252 P. Burgos Street;Region 3;BULACAN;BOCAUE;POBLACION;;(044)6925307;;;;;;Private;Hospital;Active
231;DOH000000000000243;MAPANDAN COMMUNITY HOSPITAL (FORMER MAPANDAN MUNICIPAL HOSPITAL);#24 Fire Tree St.;Region 1;PANGASINAN;MAPANDAN;POBLACION;;75-505-5061;;;;;;Government;Hospital;Active
232;DOH000000000000244;SANTA ROSA COMMUNITY HOSPITAL;Olango Island;Region 7;CEBU;LAPU-LAPU CITY (OPON);;;(032)4926033;;;;;;Government;Hospital;Active
233;DOH000000000000245;GABALDON MEDICARE & COMMUNITY HOSPITAL;Sampaguita St.;Region 3;NUEVA ECIJA;GABALDON (BITULOK & SABANI);SOUTH POBLACION;;;9215564619;;;;;Government;Hospital;Active
234;DOH000000000000246;SAN JOSE MEDICARE COMMUNITY HOSPITAL;;Region 5;CAMARINES SUR;SAN JOSE;;;;;;;;;Government;Hospital;Active
235;DOH000000000000247;JUAN M. ALBERTO MEMORIAL DISTRICT HOSPITAL;;Region 5;CATANDUANES;SAN ANDRES (CALOLBON);;;;;;;;;Government;Hospital;Active
236;DOH000000000000248;LA PAZ DISTRICT HOSPITAL;;CAR;ABRA;LA PAZ;POBLACION;2826;;9185620916;;;;;Government;Hospital;Active
237;DOH000000000000249;CARAEL BARANGAY HEALTH STATION;;Region 1;PANGASINAN;DAGUPAN CITY;CARAEL;;;;;;;;Government;Barangay Health Station;Active
238;DOH000000000000250;CARAMUTAN BARANGAY HEALTH STATION;;Region 1;PANGASINAN;VILLASIS;CARAMUTAN;;;;;;;;Government;Barangay Health Station;Active
239;DOH000000000000251;CARANGLAAN BARANGAY HEALTH STATION;;Region 1;PANGASINAN;DAGUPAN CITY;CARANGLAAN;;;;;;;;Government;Barangay Health Station;Active
240;DOH000000000000252;PANDAN DISTRICT HOSPITAL;;Region 5;CATANDUANES;PANDAN;;;;;;;;;Government;Hospital;Active
241;DOH000000000000253;COMPOSTELA VALLEY PROVINCIAL HOSPITAL - PANTUKAN (FORMER PANTUKAN DISTRICT HOSPITAL);;Region 11;COMPOSTELA VALLEY;PANTUKAN;;;084-3720335;;;;;;Government;Hospital;Active
242;DOH000000000000254;SINAIT DISTRICT HOSPITAL;National Highway;Region 1;ILOCOS SUR;SINAIT;;;77-7288094;;;;;;Government;Hospital;Active
243;DOH000000000000255;APAYAO PROVINCIAL HOSPITAL;;CAR;APAYAO;KABUGAO (Capital);POBLACION;3809;none;9175599328;none;aph_kabugao@yahoo.com;;none;Government;Hospital;Active
244;DOH000000000000256;DIOSDADO P. MACAPAGAL MEMORIAL HOSPITAL;;Region 3;PAMPANGA;GUAGUA;;;(045)9002734;;;;;;Government;Hospital;Active
245;DOH000000000000257;DONSOL DISTRICT HOSPITAL;;Region 5;SORSOGON;DONSOL;TRES MARIAS;;;;;;;;Government;Hospital;Active
246;DOH000000000000258;DR. EMIGDIO C. CRUZ SR. MEMORIAL HOSPITAL;;Region 3;PAMPANGA;ARAYAT;SAN AGUSTIN NORTE;;(045)8850737;;;;;;Government;Hospital;Active
247;DOH000000000000259;GAPAN DISTRICT HOSPITAL;;Region 3;NUEVA ECIJA;CITY OF GAPAN;BAYANIHAN;;(044)4863346;;;;;;Government;Hospital;Active
248;DOH000000000000260;SANTA CRUZ DISTRICT HOSPITAL;Brgy. Lapu-lapu, Sta. Cruz, Marinduque;Region 4B;MARINDUQUE;SANTA CRUZ;LAPU-LAPU POB. (5TH ZONE);;3211768;;;;;;Government;Hospital;Active
249;DOH000000000000261;VIGA DISTRICT HOSPITAL;;Region 5;CATANDUANES;VIGA;SAN VICENTE (POB.);;;;;;;;Government;Hospital;Active
250;DOH000000000000262;DENNIS MOLINTAS MEMORIAL HOSPITAL;;CAR;BENGUET;BOKOD;DACLAN;2605;;9219779296;;msfdulay_md@yahoo.com;;;Government;Hospital;Active
251;DOH000000000000263;DINGALAN COMMUNITY HOSPITAL;;Region 3;AURORA;DINGALAN;CARAGSACAN;;;9189059377;;;;;Government;Hospital;Active
252;DOH000000000000264;CONG. SIMEON G. TORIBIO MEMORIAL HOSPITAL;Poblacion ,Carmen;Region 7;BOHOL;CARMEN;POBLACION SUR;;(038)5259081;;;;;;Government;Hospital;Active
253;DOH000000000000265;URDANETA DISTRICT HOSPITAL (FORMER DON AMADEO J. PEREZ SR. MEMORIAL GEN. HOSP.);;Region 1;PANGASINAN;CITY OF URDANETA;DILAN PAURIDO;;75-568-5114;;;;;;Government;Hospital;Active
254;DOH000000000000266;CAMARINES NORTE PROVINCIAL HOSPITAL;Bagasbas Road;Region 5;CAMARINES NORTE;DAET (Capital);;;056-721-5457;;;;;;Government;Hospital;Active
255;DOH000000000000267;MASBATE PROVINCIAL HOSPITAL;;Region 5;MASBATE;CITY OF MASBATE (Capital);;;;;;;;;Government;Hospital;Active
256;DOH000000000000268;DAVAO REGIONAL HOSPITAL;Tagum;Region 11;DAVAO DEL NORTE;CITY OF TAGUM (Capital);APOKON;;;;;;;;Government;Hospital;Active
257;DOH000000000000269;TARLAC PROVINCIAL HOSPITAL;Hospital Drive;Region 3;TARLAC;CITY OF TARLAC (Capital);SAN VICENTE;;;;;;;;Government;Hospital;Active
258;DOH000000000000270;BICOL REGIONAL TRAINING AND TEACHING HOSPITAL;Rizal Street;Region 5;ALBAY;LEGAZPI CITY  (Capital);;;483-00-14;;;;;;Government;Hospital;Active
259;DOH000000000000271;JOSE B. LINGAD MEMORIAL HOSPITAL;;Region 3;PAMPANGA;CITY OF SAN FERNANDO (Capital);DOLORES;;045-961-3921;;;;;;Government;Hospital;Active
260;DOH000000000000272;JAMES L. GORDON MEMORIAL HOSPITAL;1 Perimeter Road;Region 3;ZAMBALES;OLONGAPO CITY;ASINAN;;(047)2224120;;;;;;Government;Hospital;Active
261;DOH000000000000273;REGION I MEDICAL CENTER;Arellano Street;Region 1;PANGASINAN;DAGUPAN CITY;PANTAL;;75-515-8916;;;;;;Government;Hospital;Active
262;DOH000000000000274;BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER;Governor Pack Road;CAR;BENGUET;BAGUIO CITY;;;(074)4424216;;;;;;Government;Hospital;Active
263;DOH000000000000275;SOUTHERN PHILIPPINES MEDICAL CENTER;;Region 11;DAVAO DEL SUR;DAVAO CITY;BUHANGIN (POB.);;082- 2272731;;;;;;Government;Hospital;Active
264;DOH000000000000276;DR. PAULINO J. GARCIA MEMORIAL RESEARCH AND MEDICAL CENTER;Mabini Street;Region 3;NUEVA ECIJA;CABANATUAN CITY;MABINI EXTENSION;;(044)4638286;;;;;;Government;Hospital;Active
265;DOH000000000000277;BICOL SANITARIUM;;Region 5;CAMARINES SUR;CABUSAO;SAN PEDRO;;;;;;;;Government;Hospital;Active
266;DOH000000000000278;BICOL MEDICAL CENTER;Panganiban Street;Region 5;CAMARINES SUR;NAGA CITY;CONCEPCION PEQUE??O;;054-472-5041;;;;;;Government;Hospital;Active
267;DOH000000000000279;CULION SANITARIUM;;Region 4B;PALAWAN;CULION;TIZA;;048-5509708;;;;;;Government;Hospital;Active
268;DOH000000000000280;SALCEDO MEDICARE COMMUNITY HOSPITAL;;Region 1;ILOCOS SUR;SALCEDO (BAUGEN);POBLACION SUR;2711;;9155097151;-;;;;Government;Hospital;Active
269;DOH000000000000281;MAGSINGAL DISTRICT HOSPITAL;;Region 1;ILOCOS SUR;MAGSINGAL;SANTA MONICA;2730;077-7263514;-;-;;;;Government;Hospital;Active
270;DOH000000000000283;UMALI MEDICAL CLINIC;Gelacio Ocampo St., Poblacion I, Victoria, Oriental Mindoro;Region 4B;ORIENTAL MINDORO;VICTORIA;POBLACION I;;9214470689;;;;;;Private;Hospital;Active
271;DOH000000000000284;SING MEDICAL SERVICES DIAGNOSTIC CTR & HOSPITAL;# 4 Baltazar Subd.;Region 3;TARLAC;PANIQUI;;;045-931-2761;;;;;;Private;Hospital;Active
272;DOH000000000000285;C AND H MEDICAL AND SURGICAL CLINIC, INC.;;Region 1;PANGASINAN;CITY OF ALAMINOS;POBLACION;;75-551-5409;;;;;;Private;Hospital;Active
273;DOH000000000000286;GRACE MEMORIAL HOSPITAL FOUNDATION  INC.;# 3 Burol 2nd;Region 3;BULACAN;BALAGTAS (BIGAA);BOROL 2ND;;;;;;;;Private;Hospital;Active
274;DOH000000000000287;BAKING MEDICAL CENTER;Minglanilla;Region 7;CEBU;MINGLANILLA;;;(032)2537206;;(032)2723231;;;;Private;Hospital;Active
275;DOH000000000000288;ST. VINCENT HOSPITAL;;Region 5;MASBATE;CITY OF MASBATE (Capital);;;;;;;;;Private;Hospital;Active
276;DOH000000000000289;DUBONGCOS MEDICAL CLINIC;Rosero Street;Region 5;MASBATE;MILAGROS;;;;;;;;;Private;Hospital;Active
277;DOH000000000000290;ED & TITA CRUZ MATERNITY & SURGICAL HOSPITAL;206 Gov. E. Halili Ave.;Region 3;BULACAN;SANTA MARIA;BAGBAGUIN;;;;;;;;Private;Hospital;Active
278;DOH000000000000291;ESTELA MEDICAL CLINIC AND PHARMACY;Sto. Tomas;Region 11;DAVAO DEL NORTE;SANTO TOMAS;;;;;;;;;Private;Hospital;Active
279;DOH000000000000292;JVF CLINIC AND LYING-IN MEMORIAL HOSPITAL;cor. Rivera-Zamora;Region 1;PANGASINAN;DAGUPAN CITY;;;75-522-3656;;;;;;Private;Hospital;Active
280;DOH000000000000293;MIGUEL CLINIC;# 464;Region 3;TARLAC;PANIQUI;ESTACION;;045-931-1476;;;;;;Private;Hospital;Active
281;DOH000000000000294;PANTINOPLE MEDICAL CLINIC;M.J. Cuenco Street;Region 7;CEBU;ARGAO;POBLACION;;(032)3677342;;;;;;Private;Hospital;Active
282;DOH000000000000295;PRINCIPE COMMUNITY MEDICAL HOSPITAL;Baguio;Region 11;DAVAO DEL SUR;DAVAO CITY;BAGUIO (POB.);;082-3051512;;;;;;Private;Hospital;Active
283;DOH000000000000296;RECEL MEDICAL CLINIC AND HOSPITAL;;Region 1;ILOCOS SUR;SANTA CATALINA;POBLACION;;;;;;;;Private;Hospital;Active
284;DOH000000000000297;REINHARD WIRTGEN MEMORIAL HOSPITAL;P. Rodriguez St. , Looc,;Region 7;CEBU;ALEGRIA;POBLACION;;(032)3408101;;;;;;Private;Hospital;Active
285;DOH000000000000298;DR. MIGUEL V. ALEGRE HOSPITAL;Burgos Street;Region 5;CAMARINES NORTE;LABO;GUMAMELA (POB.);;7-313-13-27;;;;;;Private;Hospital;Active
286;DOH000000000000299;YABUT-PANGAN MEDICAL CLINIC;#289;Region 3;PAMPANGA;GUAGUA;SANTO NI??O (POB.);;045-900-0396;;;;;;Private;Hospital;Active
287;DOH000000000000300;DR. ILDEFONSO ALCANTARA MEMORIAL HOSPITAL;Sarmiento Street;Region 7;CEBU;DALAGUETE;;;032-484-8681;;;;;;Private;Hospital;Active
288;DOH000000000000301;DEL CARMEN MEDICAL CLINIC AND  HOSPITAL;;Region 1;PANGASINAN;ROSALES;CARMEN WEST;;75-582-2416;;;;;;Private;Hospital;Active
289;DOH000000000000302;ALABA EMERGENCY CLINIC AND HOSPITAL;;Region 11;COMPOSTELA VALLEY;MACO;POBLACION;;;;;;;;Private;Hospital;Active
290;DOH000000000000303;RODOLFO MORALES MEDICAL CLINIC;Sta. Maria;Region 11;DAVAO DEL SUR;SANTA MARIA;POBLACION;;;;;;;;Private;Hospital;Active
