id;test_id;test_name;result_id;result;loinc_code;loinc_attribute;updated;method
127;60483;Human Papillomavirus (HPV), High-Risk, DNA In Situ Hybridization;20359;Comment:;22638-1;Path report.comments:Imp:Pt:Specimen:Nar:;2011-08-29;In Situ Hybridization
128;60483;Human Papillomavirus (HPV), High-Risk, DNA In Situ Hybridization;20364;Addendum Pathologist:;19139-5;Pathologist name:Pn:Pt:Provider:Nom:;2011-06-21;In Situ Hybridization
129;60483;Human Papillomavirus (HPV), High-Risk, DNA In Situ Hybridization;20362;Addendum:;35265-8;Path report.addendum:Find:Pt:Specimen:Nar:;2011-06-21;In Situ Hybridization
130;60483;Human Papillomavirus (HPV), High-Risk, DNA In Situ Hybridization;20355;Ref Path/Phys Address;74221-3;Referring physician address:Addr:Pt:Provider:Nom;2014-01-27;In Situ Hybridization
131;60483;Human Papillomavirus (HPV), High-Risk, DNA In Situ Hybridization;20357;Tissue:;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2011-06-21;In Situ Hybridization
132;60483;Human Papillomavirus (HPV), High-Risk, DNA In Situ Hybridization;20354;Referring Pathologist/Physician;46608-6;Primary referring physician ID:ID:Pt:Provider:Nom:;2011-06-21;In Situ Hybridization
133;60483;Human Papillomavirus (HPV), High-Risk, DNA In Situ Hybridization;20363;Addendum Comment:;22638-1;Path report.comments:Imp:Pt:Specimen:Nar:;2011-06-21;In Situ Hybridization
134;60506;Cutaneous Anaplastic Large Cell Lymphoma, 6p25.3 (IRF4) Rearrangement, FISH, Tissue;20402;Addendum:;35265-8;;2011-06-21;Fluorescence In Situ Hybridization (FISH)
135;60506;Cutaneous Anaplastic Large Cell Lymphoma, 6p25.3 (IRF4) Rearrangement, FISH, Tissue;20404;Addendum Pathologist:;19139-5;;2011-06-21;Fluorescence In Situ Hybridization (FISH)
136;60506;Cutaneous Anaplastic Large Cell Lymphoma, 6p25.3 (IRF4) Rearrangement, FISH, Tissue;20403;Addendum Comment:;22638-1;;2011-06-21;Fluorescence In Situ Hybridization (FISH)
137;60506;Cutaneous Anaplastic Large Cell Lymphoma, 6p25.3 (IRF4) Rearrangement, FISH, Tissue;20398;Signing Pathologist:;19139-5;;2011-06-29;Fluorescence In Situ Hybridization (FISH)
138;60506;Cutaneous Anaplastic Large Cell Lymphoma, 6p25.3 (IRF4) Rearrangement, FISH, Tissue;20396;Comment:;22638-1;;2011-08-29;Fluorescence In Situ Hybridization (FISH)
139;60506;Cutaneous Anaplastic Large Cell Lymphoma, 6p25.3 (IRF4) Rearrangement, FISH, Tissue;20395;Final Diagnosis:;34574-4;;2011-06-21;Fluorescence In Situ Hybridization (FISH)
140;60506;Cutaneous Anaplastic Large Cell Lymphoma, 6p25.3 (IRF4) Rearrangement, FISH, Tissue;20390;Ref Path/Phys Address;74221-3;Referring physician address:Addr:Pt:Provider:Nom;2014-01-27;Fluorescence In Situ Hybridization (FISH)
141;60506;Cutaneous Anaplastic Large Cell Lymphoma, 6p25.3 (IRF4) Rearrangement, FISH, Tissue;20392;Specimen:;31208-2;;2011-06-21;Fluorescence In Situ Hybridization (FISH)
142;60506;Cutaneous Anaplastic Large Cell Lymphoma, 6p25.3 (IRF4) Rearrangement, FISH, Tissue;20389;Referring Pathologist/Physician;46608-6;;2011-06-21;Fluorescence In Situ Hybridization (FISH)
143;61219;MAML2 (11q21), Mucoepidermoid Carcinoma (MEC);61219;MAML2 (11q21), Mucoepidermoid Carcinoma (MEC);74034-0;MAML2 11q21 gene rearrangements:Prid:Pt:Tiss:Nar:FISH;2013-08-14;Fluorescence In Situ Hybridization (FISH) with DNA probes
144;62512;Small Lymphocytic Lymphoma, FISH, Tissue;70124;Ref Path/Phys Address;74221-3;Referring physician address:Addr:Pt:Provider:Nom;2014-05-21;Fluorescence In Situ Hybridization (FISH)
145;62512;Small Lymphocytic Lymphoma, FISH, Tissue;70135;Addendum:;35265-8;Path report.addendum:Find:Pt:Specimen:Nar:;2014-04-30;Fluorescence In Situ Hybridization (FISH)
146;62512;Small Lymphocytic Lymphoma, FISH, Tissue;70123;Referring Pathologist/Physician;46608-6;Primary referring physician ID:ID:Pt:Provider:Nom:;2014-04-28;Fluorescence In Situ Hybridization (FISH)
147;62512;Small Lymphocytic Lymphoma, FISH, Tissue;70136;Addendum Comment:;22638-1;Path report.comments:Imp:Pt:Specimen:Nar:;2014-04-30;Fluorescence In Situ Hybridization (FISH)
148;62512;Small Lymphocytic Lymphoma, FISH, Tissue;70130;Specimen:;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2014-05-21;Fluorescence In Situ Hybridization (FISH)
149;6MAMM;6-Monoacetylmorphine (6-MAM), Confirmation, Meconium;31875;Interpretation;69050-3;;2012-04-09;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
150;6MAMM;6-Monoacetylmorphine (6-MAM), Confirmation, Meconium;31874;6-MAM;29345-6;6-Monoacetylmorphine:MCnt:Pt:Meconium:Qn:;2011-06-22;Liquid Chromatography-Tandem Mass Spectrometry (LC-MS/MS)
151;6MAMU;6-Monoacetylmorphine (6-MAM) Confirmation, Urine;30983;6-Monoacetylmorphine by GC/MS;10975-1;6-Monoacetylmorphine:MCnc:Pt:Urine:Qn:;2009-11-13;Gas Chromatography-Mass Spectrometry (GC-MS)
152;6MAMU;6-Monoacetylmorphine (6-MAM) Confirmation, Urine;29898;6-MAM Interpretation;59462-2;;2012-04-09;Gas Chromatography-Mass Spectrometry (GC-MS)
153;70012;Pathology Consultation;70043;Signing Pathologist:;19139-5;Pathologist name:ID:Pt:Provider:Nom:;2013-08-08;
154;70012;Pathology Consultation;70044;Specimen:;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2014-05-21;
155;70012;Pathology Consultation;70046;Tissue Description:;22634-0;Path report.gross observation:Find:Pt:Specimen:Nar:;2014-04-28;
156;70012;Pathology Consultation;70049;Addendum Comment:;22638-1;Path report.comments:Imp:Pt:Specimen:Nar:;2013-08-07;
157;70012;Pathology Consultation;70048;Addendum:;35265-8;Path report.addendum:Find:Pt:Specimen:Nar:;2013-08-07;
158;70012;Pathology Consultation;70038;Ref Path/Phys Address;74221-3;Referring physician address:Addr:Pt:Provider:Nom;2014-01-27;
159;70012;Pathology Consultation;70037;Referring Pathologist / Physician;46608-6;Primary referring physician ID:ID:Pt:Provider:Nom:;2013-08-08;
160;70014;Peripheral T-Cell Lymphoma (PTCL), TP63 (3q28) Rearrangement, FISH, Tissue;70117;Addendum:;35265-8;Path report.addendum:Find:Pt:Specimen:Nar:;2014-04-30;Fluorescence In Situ Hybridization (FISH)
161;70014;Peripheral T-Cell Lymphoma (PTCL), TP63 (3q28) Rearrangement, FISH, Tissue;70106;Referring Pathologist/Physician;46608-6;Primary referring physician ID:ID:Pt:Provider:Nom:;2014-04-28;Fluorescence In Situ Hybridization (FISH)
162;70014;Peripheral T-Cell Lymphoma (PTCL), TP63 (3q28) Rearrangement, FISH, Tissue;70118;Addendum Comment:;22638-1;Path report.comments:Imp:Pt:Specimen:Nar:;2014-04-30;Fluorescence In Situ Hybridization (FISH)
163;70014;Peripheral T-Cell Lymphoma (PTCL), TP63 (3q28) Rearrangement, FISH, Tissue;70107;Ref Path/Phys Address;74221-3;Referring physician address:Addr:Pt:Provider:Nom;2014-01-27;Fluorescence In Situ Hybridization (FISH)
164;70014;Peripheral T-Cell Lymphoma (PTCL), TP63 (3q28) Rearrangement, FISH, Tissue;70113;Specimen:;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2014-05-21;Fluorescence In Situ Hybridization (FISH)
165;70015;Anatomic Pathology Consultation, Wet Tissue;70057;Signing Pathologist:;19139-5;Pathologist name:ID:Pt:Provider:Nom:;2013-08-08;
166;70015;Anatomic Pathology Consultation, Wet Tissue;70058;Specimen:;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2014-05-21;
167;70015;Anatomic Pathology Consultation, Wet Tissue;70060;Tissue Description:;22634-0;Path report.gross observation:Find:Pt:Specimen:Nar:;2014-04-28;
168;70015;Anatomic Pathology Consultation, Wet Tissue;70051;Referring Pathologist/Physician;46608-6;Primary referring physician ID:ID:Pt:Provider:Nom:;2013-08-08;
169;70015;Anatomic Pathology Consultation, Wet Tissue;70063;Addendum Comment:;22638-1;Path report.comments:Imp:Pt:Specimen:Nar:;2013-08-07;
170;70015;Anatomic Pathology Consultation, Wet Tissue;70052;Ref Path/Phys Address;74221-3;Referring physician address:Addr:Pt:Provider:Nom;2014-01-27;
171;70015;Anatomic Pathology Consultation, Wet Tissue;70062;Addendum:;35265-8;Path report.addendum:Find:Pt:Specimen:Nar:;2013-08-07;
172;70016;Hematopathology Consultation, Wet Tissue;70024;Ref Path/Phys Address;74221-3;Referring physician address:Addr:Pt:Provider:Nom;2014-01-27;
173;70016;Hematopathology Consultation, Wet Tissue;70027;Signing Pathologist:;19139-5;Pathologist name:ID:Pt:Provider:Nom:;2013-08-08;
174;70016;Hematopathology Consultation, Wet Tissue;70028;Specimen:;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2014-05-21;
175;70016;Hematopathology Consultation, Wet Tissue;70035;Tissue Description:;22634-0;Path report.gross observation:Find:Pt:Specimen:Nar:;2014-04-28;
176;70016;Hematopathology Consultation, Wet Tissue;70033;Addendum Comment:;22638-1;Path report.comments:Imp:Pt:Specimen:Nar:;2013-08-07;
177;70016;Hematopathology Consultation, Wet Tissue;70032;Addendum:;35265-8;Path report.addendum:Find:Pt:Specimen:Nar:;2013-08-07;
178;70016;Hematopathology Consultation, Wet Tissue;70023;Referring Pathologist/Physician;46608-6;Primary referring physician ID:ID:Pt:Provider:Nom:;2013-08-08;
179;70064;Renal Pathology Consultation, Wet Tissue;70067;Referring Pathologist/Physician;46608-6;Primary referring physician ID:ID:Pt:Provider:Nom:;2013-08-08;Pathology Consultation
180;70064;Renal Pathology Consultation, Wet Tissue;70074;Specimen:;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2014-05-21;Pathology Consultation
181;70064;Renal Pathology Consultation, Wet Tissue;70076;Tissue Description:;22634-0;Path report.gross observation:Find:Pt:Specimen:Nar:;2014-04-28;Pathology Consultation
182;70064;Renal Pathology Consultation, Wet Tissue;70068;Ref Path/Phys Address;74221-3;Referring physician address:Addr:Pt:Provider:Nom;2014-01-27;Pathology Consultation
183;70064;Renal Pathology Consultation, Wet Tissue;70079;Addendum Comment:;22638-1;Path report.comments:Imp:Pt:Specimen:Nar:;2013-08-07;Pathology Consultation
184;70064;Renal Pathology Consultation, Wet Tissue;70078;Addendum:;35265-8;Path report.addendum:Find:Pt:Specimen:Nar:;2013-08-07;Pathology Consultation
185;70064;Renal Pathology Consultation, Wet Tissue;70073;Signing Pathologist:;19139-5;Pathologist name:ID:Pt:Provider:Nom:;2013-08-08;Pathology Consultation
186;800039;;FOL;Folate, S;2284-8;Folate:MCnc:Pt:Ser/Plas:Qn:;2012-03-15;
187;800044;;HBIM;HBc IgM Ab, S;31204-1;Hepatitis B virus core Ab.IgM:ACnc:Pt:Ser:Ord:;2012-03-15;
188;800045;;HB_AB;HBs Antibody, S;22322-2;Hepatitis B virus surface Ab:ACnc:Pt:Ser:Ord:;2012-03-15;
189;800045;;HBSQN;HBs Antibody, Quantitative, S;16935-9;Hepatitis B virus surface Ab:ACnc:Pt:Ser:Qn:;2012-03-15;
190;800046;;HCVA;HCV Ab Screen, S;16128-1;Hepatitis C virus Ab:ACnc:Pt:Ser:Ord:;2012-03-15;
191;800048;;HAVM;Hepatitis A IgM Ab, S;22314-9;Hepatitis A virus Ab.IgM:ACnc:Pt:Ser:Ord:;2012-03-15;
192;800049;;HBC;HBc Total Ab, S;13952-7;Hepatitis B virus core Ab:ACnc:Pt:Ser/Plas:Ord:EIA;2013-12-18;
193;800050;;H_BAG;HBs Antigen, S;5195-3;Hepatitis B virus surface Ag:ACnc:Pt:Ser:Ord:;2012-10-31;
194;800070;;DEXG2;Rubella IgG Antibody Index;5334-8;Rubella virus Ab.IgG:ACnc:Pt:Ser:Qn:EIA;2013-12-18;
195;800070;;RBG;Rubella Ab, IgG, S;40667-8;Rubella virus Ab.IgG:ACnc:Pt:Ser/Plas:Ord:EIA;2013-12-18;
196;800083;;B12;Vitamin B12 Assay, S;2132-9;Cobalamins:MCnc:Pt:Ser:Qn:;2012-03-12;
197;800122;;ROG;Measles (Rubeola) Ab, IgG, S;35275-7;Measles virus Ab.IgG:ACnc:Pt:Ser:Ord:EIA;2013-12-18;
198;800122;;DEXG3;Measles IgG Antibody Index;5244-9;Measles virus Ab.IgG:ACnc:Pt:Ser:Qn:EIA;2013-12-18;
199;800143;;SS001;Specimen Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-03-15;
200;800143;;34799;HSV type Indeterminate, PCR;20444-6;Herpes simplex virus 1+2 DNA:ACnc:Pt:XXX:Ord:Prob.amp.tar;2013-09-17;
201;800143;;34798;HSV 2, PCR;16131-5;Herpes simplex virus 2 DNA:ACnc:Pt:XXX:Ord:Probe.amp.tar;2013-07-29;
202;800143;;34797;HSV 1, PCR;16130-7;Herpes simplex virus 1 DNA:ACnc:Pt:XXX:Ord:Probe.amp.tar;2013-07-29;
203;800146;;TPO;Thyroperoxidase Ab, S;8099-4;Thyroperoxidase Ab:ACnc:Pt:Ser:Qn:;2012-03-12;
204;800147;;HAV;Hepatitis A Total Ab, S;20575-7;Hepatitis A virus Ab:ACnc:Pt:Ser:Ord:;2012-03-15;
205;800168;;SRC70;Specimen Source;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2012-03-15;
206;800190;;VZG;Varicella-Zoster Ab, IgG, S;15410-4;Varicella zoster virus Ab.IgG:ACnc:Pt:Ser:Ord:EIA;2013-12-18;
207;800190;;DEXG4;Varicella IgG Antibody Index;5403-1;Varicella zoster virus Ab.IgG:ACnc:Pt:Ser:Qn:EIA;2013-12-18;
208;800193;;80964;Varicella-Zoster Ab, IgM, S;43588-3;Varicella zoster virus Ab.IgM:ACnc:Pt:Ser:Ord:IF;2012-03-12;
209;800218;;26589;HSV Ab, IgM, S by IFA;44507-2;Herpes simplex virus Ab.IgM:ACnc:Pt:Ser:Ord:IF;2009-11-13;
210;800222;;RNP;RNP Ab, IgG, S;31588-7;Ribonucleoprotein extractable nuclear Ab.IgG:ACnc:Pt:Ser:Qn:;2012-03-15;
211;800225;;SSA;SS-A/Ro Ab, IgG, S;33610-7;Sjogrens syndrome-A extractable nuclear Ab.IgG:ACnc:Pt:Ser:Qn:;2012-03-15;
212;800227;;SSB;SS-B/La Ab, IgG, S;33613-1;Sjogrens syndrome-B extractable nuclear Ab.IgG:ACnc:Pt:Ser:Qn:;2012-03-15;
213;800240;;MUMG;Mumps Ab, IgG, S;6476-6;Mumps virus Ab.IgG:ACnc:Pt:Ser:Ord:EIA;2013-12-18;
214;800240;;DEXG5;Mumps IgG Antibody Index;25418-5;Mumps virus Ab.IgG:ACnc:Pt:Ser:Qn:EIA;2013-12-18;
215;80027;B-Cell Lymphoma, FISH, Tissue;19207;Addendum Comment:;22638-1;Path report.comments:Imp:Pt:Specimen:Nar:;2009-11-13;Fluorescence In Situ Hybridization (FISH)
216;80027;B-Cell Lymphoma, FISH, Tissue;19199;Final Diagnosis:;34574-4;Path report.final diagnosis:Imp:Pt:Specimen:Nom:;2009-11-13;Fluorescence In Situ Hybridization (FISH)
217;80027;B-Cell Lymphoma, FISH, Tissue;19200;Comment:;48767-8;Annotation comment:Imp:Pt:{system}:Nar:;2012-10-31;Fluorescence In Situ Hybridization (FISH)
218;80027;B-Cell Lymphoma, FISH, Tissue;19206;Addendum:;35265-8;Path report.addendum:Find:Pt:Specimen:Nar:;2009-11-13;Fluorescence In Situ Hybridization (FISH)
219;80027;B-Cell Lymphoma, FISH, Tissue;19208;Addendum Pathologist:;19139-5;Pathologist name:PN:Pt:Provider:Nom:;2009-11-13;Fluorescence In Situ Hybridization (FISH)
220;80027;B-Cell Lymphoma, FISH, Tissue;19202;Signing Pathologist:;19139-5;Pathologist name:ID:Pt:Provider:Nom:;2011-06-29;Fluorescence In Situ Hybridization (FISH)
221;80027;B-Cell Lymphoma, FISH, Tissue;19194;Ref Path/Phys Address;74221-3;Referring physician address:Addr:Pt:Provider:Nom;2014-01-27;Fluorescence In Situ Hybridization (FISH)
222;80027;B-Cell Lymphoma, FISH, Tissue;19196;Specimen:;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2009-11-13;Fluorescence In Situ Hybridization (FISH)
223;80027;B-Cell Lymphoma, FISH, Tissue;19193;Referring Pathologist/Physician;46608-6;Primary referring physician ID:ID:Pt:Provider:Nom:;2011-06-29;Fluorescence In Situ Hybridization (FISH)
224;800354;;TTGA;Tissue Transglutaminase Ab, IgA, S;46128-5;Tissue transglutaminase Ab.IgA:ACnc:Pt:Ser:Qn:EIA;2012-03-07;
225;800355;;TTGG;Tissue Transglutaminase Ab, IgG, S;56537-4;Tissue transglutaminase Ab.IgG:ACnc:Pt:Ser:Qn:EIA;2012-03-07;
226;800744;;GCLIP;Phospholipid Ab IgG, S;3286-2;Phospholipid Ab.IgG:ACnc:Pt:Ser:Qn:EIA;2012-03-15;
227;800745;;MCLIP;Phospholipid Ab IgM, S;3287-0;Phospholipid Ab.IgM:ACnc:Pt:Ser:Qn:EIA;2012-03-15;
228;80172;Human Papillomavirus (HPV) Typing, DNA In Situ Hybridization;19218;Addendum Comment:;22638-1;Path report.comments:Imp:Pt:Specimen:Nar:;2009-11-13;In Situ Hybridization
229;80172;Human Papillomavirus (HPV) Typing, DNA In Situ Hybridization;18761;Addendum:;35265-8;Path report.addendum:Find:Pt:Specimen:Nar:;2009-11-13;In Situ Hybridization
230;80172;Human Papillomavirus (HPV) Typing, DNA In Situ Hybridization;18954;Comment:;48767-8;Annotation comment:Imp:Pt:{system}:Nar:;2012-10-31;In Situ Hybridization
231;80172;Human Papillomavirus (HPV) Typing, DNA In Situ Hybridization;18953;Tissue:;31208-2;Specimen source:Prid:Pt:XXX:Nom:;2009-11-13;In Situ Hybridization
232;80172;Human Papillomavirus (HPV) Typing, DNA In Situ Hybridization;18755;Referring Pathologist/Physician;46608-6;Primary referring physician ID:ID:Pt:Provider:Nom:;2011-06-29;In Situ Hybridization
233;80172;Human Papillomavirus (HPV) Typing, DNA In Situ Hybridization;18756;Ref Path/Phys Address;74221-3;Referring physician address:Addr:Pt:Provider:Nom;2014-01-27;In Situ Hybridization
234;80172;Human Papillomavirus (HPV) Typing, DNA In Situ Hybridization;18762;Addendum Pathologist:;19139-5;Pathologist name:PN:Pt:Provider:Nom:;2009-11-13;In Situ Hybridization
235;80184;Cervical Papanicolaou Smear, Diagnostic without Physician Interpretation;18772;Addendum Pathologist:;19139-5;Pathologist name:PN:Pt:Provider:Nom:;2009-11-13;Light Microscopy
236;80184;Cervical Papanicolaou Smear, Diagnostic without Physician Interpretation;19191;Addendum Comment:;22638-1;Path report.comments:Imp:Pt:Specimen:Nar:;2009-11-13;Light Microscopy
237;80184;Cervical Papanicolaou Smear, Diagnostic without Physician Interpretation;18771;Valproic Acid, Tot, S;35265-8;Path report.addendum:Find:Pt:Specimen:Nar:;2009-11-13;Light Microscopy
238;80184;Cervical Papanicolaou Smear, Diagnostic without Physician Interpretation;19188;Specimen Description:;33511-7;Appearance:Aper:Pt:XXX:Nom:;2009-11-13;Light Microscopy
239;80184;Cervical Papanicolaou Smear, Diagnostic without Physician Interpretation;18764;Final Diagnosis:;34574-4;Path report.final diagnosis:Imp:Pt:Specimen:Nom:;2009-11-13;Light Microscopy
240;80184;Cervical Papanicolaou Smear, Diagnostic without Physician Interpretation;18767;Signing Pathologist:;19139-5;Pathologist name:ID:Pt:Provider:Nom:;2011-06-29;Light Microscopy
241;8032;Cervical Papanicolaou Smear, Screening Without Physician Interpretation;19191;Addendum Comment:;22638-1;Path report.comments:Imp:Pt:Specimen:Nar:;2009-11-13;Light Microscopy
242;8032;Cervical Papanicolaou Smear, Screening Without Physician Interpretation;18602;Addendum Pathologist:;19139-5;Pathologist name:PN:Pt:Provider:Nom:;2009-11-13;Light Microscopy
243;8032;Cervical Papanicolaou Smear, Screening Without Physician Interpretation;18601;Addendum:;35265-8;Path report.addendum:Find:Pt:Specimen:Nar:;2009-11-13;Light Microscopy
244;8032;Cervical Papanicolaou Smear, Screening Without Physician Interpretation;19188;Specimen Description:;33511-7;Appearance:Aper:Pt:XXX:Nom:;2009-11-13;Light Microscopy
